"1038";"Montereau_Fault_Yonne_Bis_1";"26624";"644572";"2374863";"4606"
"1039";"Montereau_Fault_Yonne_Bis_1";"26624";"644572";"2374863";"4606"
"1040";"Montereau_Fault_Yonne_Bis_1";"26624";"644572";"2374863";"4606"
"1042";"Montereau_Fault_Yonne_Bis_2";"26624";"644572";"2374863";"4606"
"1048";"Montereau_Fault_Yonne_Bis_2";"26624";"644572";"2374863";"4606"
"1064";"Montereau_Fault_Yonne_Bis_2";"26624";"644572";"2374863";"4606"
"1069";"Fonceaux_1";"14336";"565603";"2426006";"2616"
"1070";"Fonceaux_1";"14336";"565603";"2426006";"2616"
"1071";"Fonceaux_1";"14336";"565603";"2426006";"2616"
"1072";"OSM_VMWARE_Tour_Franklin_Ind_1";"24832";"592952";"2432319";"3257"
"1084";"General_Leclerc_1";"768";"599231";"2425298";"3557"
"1102";"Disney_IM_1";"16640";"633170";"2430335";"4516"
"1111";"SAUMUR_OIE_ROUGE_1";"17664";"416865";"2257905";"2024"
"1113";"Les_Champeaux_1";"9218";"598260";"2445460";"3518"
"1114";"Tour_Du_Plumet_1";"9218";"595800";"2447580";"3420"
"1115";"Butte_Du_Tartre_1";"14336";"544870";"2411340";"2457"
"1116";"OSM_System_U_Rungis_Indoor_1";"25600";"601162";"2416313";"3628"
"1119";"La_Boissiere_Ecole_1";"14336";"549360";"2409920";"2474"
"1120";"Les_Cabarettes_1";"14336";"551300";"2406700";"2486"
"1124";"Orphin_1";"14336";"557962";"2396850";"2533"
"1125";"ORVAULT_1";"6403";"300210";"2258475";"1005"
"1126";"ORVAULT_1";"6403";"300210";"2258475";"1005"
"1127";"ORVAULT_1";"6403";"300210";"2258475";"1005"
"1128";"St_Illiers_Les_Bois_1";"14336";"539500";"2440520";"2437"
"1129";"LE_MANS_CENTRE_1";"17408";"440920";"2334480";"2185"
"1131";"LE_MANS_CENTRE_1";"17408";"440920";"2334480";"2185"
"1140";"Galluis_Midi";"14336";"560093";"2422955";"2553"
"1141";"SAUMUR_OIE_ROUGE_1";"17664";"416865";"2257905";"2024"
"1144";"KeskastelSanef";"6148";"946243";"2452071";"5026"
"1145";"BREST_EST_TDF_1";"9731";"96657";"2400134";"54"
"1146";"BREST_EST_TDF_1";"9731";"96657";"2400134";"54"
"1147";"BREST_EST_TDF_1";"9731";"96657";"2400134";"54"
"1148";"BROONS_1";"10242";"259200";"2379095";"687"
"1149";"SAUMUR_OIE_ROUGE_1";"17664";"416865";"2257905";"2024"
"1150";"Galluis_Midi";"14336";"560093";"2422955";"2553"
"1154";"CLERY_ST_ANDRE_1";"776";"556830";"2313820";"2524"
"1155";"BOULLAY_MIVOYE_1";"777";"531310";"2405450";"2401"
"1156";"DIGNY_1";"777";"511085";"2394180";"2361"
"1160";"LA_LOUPE_1";"777";"502238";"2386283";"2354"
"1161";"Galluis_Midi";"14336";"560093";"2422955";"2553"
"1163";"Montereau_TGV_SE_1";"26624";"647050";"2378780";"4620"
"1164";"Montereau_TGV_SE_1";"26624";"647050";"2378780";"4620"
"1165";"JOUY_1";"777";"541160";"2390860";"2444"
"1166";"ST_PIAT_1";"777";"543865";"2393450";"2454"
"1169";"FOECY_1";"29696";"586510";"2241545";"2991"
"1170";"ST_EUVERTE_1";"776";"583345";"2335480";"2916"
"1179";"GIEN_LE_VIEUX_RTE_1";"29697";"621240";"2299835";"4337"
"1182";"ST_CONTEST_TDF_2";"22784";"400285";"2471725";"1886"
"1183";"ST_CONTEST_TDF_2";"22784";"400285";"2471725";"1886"
"1189";"Noiseau_1";"16640";"616450";"2420100";"4238"
"1190";"Noiseau_2";"16640";"616450";"2420100";"4238"
"1193";"St_Brice_Sous_Foret_1";"9218";"601693";"2444497";"3660"
"1194";"St_Brice_Sous_Foret_1";"9218";"601693";"2444497";"3660"
"1195";"St_Brice_Sous_Foret_1";"9218";"601693";"2444497";"3660"
"1197";"OSM_TDF_DORMOY_INDOOR_DCS";"25600";"598370";"2423545";"3527"
"1198";"OSM_TDF_DORMOY_INDOOR_DCS";"25600";"598370";"2423545";"3527"
"1200";"Recloses_1";"26624";"622312";"2371750";"4355"
"1202";"GIEN_LE_VIEUX_RTE_1";"29697";"621240";"2299835";"4337"
"1204";"GIEN_LE_VIEUX_RTE_1";"29697";"621240";"2299835";"4337"
"1205";"Montesson_B1";"14337";"587120";"2436320";"3003"
"1206";"Montesson_B2";"14337";"587120";"2436320";"3003"
"1207";"Montesson_B3";"14337";"587120";"2436320";"3003"
"1216";"PONT_L_EVEQUE_1";"22785";"444900";"2481315";"2216"
"1217";"ST_CENERE_TGV_1";"17409";"380265";"2351145";"1747"
"1221";"DOUVRES_DELIVRANDE_1";"22785";"402865";"2480250";"1919"
"1223";"VOVES_1";"777";"547048";"2363920";"2467"
"1225";"VOVES_1";"777";"547048";"2363920";"2467"
"1227";"BOURGES_PIPACT_1";"29696";"600650";"2227290";"3606"
"1230";"Sampigny";"6145";"832840";"2428630";"4784"
"1232";"Plessis_College_1";"26625";"616504";"2400388";"4242"
"1233";"Xonrupt_TDF";"5890";"940613";"2351694";"5002"
"1235";"Mortagne_TDF_900";"5890";"930630";"2372000";"4966"
"1240";"ST_CONTEST_TDF_2";"22784";"400285";"2471725";"1886"
"1243";"ST_MARTIN_AUX_CHARTRAINS_1";"22785";"440480";"2481600";"2178"
"1244";"Plessis_College_1";"26625";"616504";"2400388";"4242"
"1245";"Plessis_College_1";"26625";"616504";"2400388";"4242"
"1248";"Plessis_College_2";"26625";"616504";"2400388";"4242"
"1249";"Plessis_College_3";"26625";"616504";"2400388";"4242"
"1254";"LaBresseVologne900";"5890";"944950";"2348440";"5019"
"1255";"LaBresseVologne900";"5890";"944950";"2348440";"5019"
"1256";"BanSurMeurthe";"5890";"947355";"2355835";"5033"
"1257";"BanSurMeurthe";"5890";"947355";"2355835";"5033"
"1259";"Sampigny";"6145";"832840";"2428630";"4784"
"1260";"HANCHES_CENTRE_1";"777";"549272";"2401235";"2473"
"1261";"Granges_TDF_900";"5890";"930540";"2358260";"4965"
"1262";"Granges_TDF_900";"5890";"930540";"2358260";"4965"
"1267";"ST_JACQUES_AERO_1";"10301";"297167";"2348682";"948"
"1269";"ST_JACQUES_AERO_1";"10301";"297167";"2348682";"948"
"1273";"ST_BERTHEVIN_TGV_1";"17409";"362686";"2349130";"1640"
"1280";"Guerville_1";"14336";"555398";"2438718";"2514"
"1281";"Guerville_1";"14336";"555398";"2438718";"2514"
"1283";"Guerville_2";"14336";"555398";"2438718";"2514"
"1284";"Guerville_2";"14336";"555398";"2438718";"2514"
"1287";"Plessis_College_2";"26625";"616504";"2400388";"4242"
"1288";"Longueville_1";"26625";"668230";"2391700";"4681"
"1289";"Sampigny";"6145";"832840";"2428630";"4784"
"1290";"HANCHES_CENTRE_1";"777";"549272";"2401235";"2473"
"1292";"HANCHES_CENTRE_1";"777";"549272";"2401235";"2473"
"1293";"CC_Sqy_Ouest_Indoor_1";"14338";"578265";"2420720";"2811"
"1294";"CC_Sqy_Ouest_Indoor_1";"14338";"578265";"2420720";"2811"
"1296";"Eragny_Brouillard_Bis_B1";"9217";"583302";"2448574";"2914"
"1298";"LES_COTEAUX_1";"29697";"607926";"2310352";"3919"
"1300";"Eragny_Brouillard_Bis_B2";"9217";"583302";"2448574";"2914"
"1304";"Eragny_Brouillard_Bis_B3";"9217";"583302";"2448574";"2914"
"1308";"Eragny_Brouillard_Bis_B1";"9217";"583302";"2448574";"2914"
"1309";"Eragny_Brouillard_Bis_B2";"9217";"583302";"2448574";"2914"
"1312";"Eragny_Brouillard_Bis_B3";"9217";"583302";"2448574";"2914"
"1313";"Combs_La_Ville_L_Eveque_1";"16640";"617180";"2406465";"4266"
"1316";"LES_COTEAUX_1";"29697";"607926";"2310352";"3919"
"1320";"Combs_La_Ville_L_Eveque_1";"16640";"617180";"2406465";"4266"
"1325";"Combs_La_Ville_L_Eveque_1";"16640";"617180";"2406465";"4266"
"1339";"Laboratoire_Roche_Indoor_1";"24832";"594670";"2432750";"3370"
"1340";"PLOUHA_1";"10241";"212240";"2421850";"442"
"1347";"Melun_Centre_Bis_1";"26625";"624235";"2393360";"4382"
"1349";"PlainfaingBonhomme";"5890";"952653";"2362335";"5046"
"1356";"St_Germain_Les_Corbeil_1";"16384";"610625";"2401740";"4031"
"1360";"St_Germain_Les_Corbeil_1";"16384";"610625";"2401740";"4031"
"1361";"BONNEVAL_1";"777";"527794";"2353286";"2386"
